"Event","Date","White","Black","Result","WhiteElo","BlackElo"
"Aurionpro Mumbai IGM Open",2025-06-23,"Armaan Singh Bakshi","Yohan Yadav Tarala","1/2-1/2",1831,2143
"Aurionpro Mumbai IGM Open",2025-06-23,"Shankhodip De","Sarwat,W","1-0",2117,2053
"Aurionpro Mumbai IGM Open",2025-06-23,"Nithin,Babu","Badole Shaunak","1-0",2360,2007
"Aurionpro Mumbai Junior",2025-06-17,"Aansh Nandan Nerurkar","Gaurang Bhandari","1-0",2356,1767
"Aurionpro Mumbai Junior",2025-06-17,"Shreyas Mishra","Madhesh Kumar S","0-1",1760,2243
"Aurionpro Mumbai Junior",2025-06-17,"Advik Amit Agrawal","Angada H P","1/2-1/2",2218,1759
"Aurionpro Mumbai Junior",2025-06-17,"Madhvendra Pratap Sharma","Pratham Nayyar","1-0",2166,1751
"Aurionpro Mumbai Junior",2025-06-17,"Arixander Johny","Krishay Jain","1-0",1753,2059
"Aurionpro Mumbai Junior",2025-06-17,"Aadik Theophane Lenin","Tripurambika V","1/2-1/2",2018,1747
"Aurionpro Mumbai Junior",2025-06-17,"Yati Agarwal","Samuel Stephen Noble S","0-1",1749,2008
"Aurionpro Mumbai Junior",2025-06-17,"Badole Shaunak","Sravyasree Bheemarasetty","1-0",2007,1747
"Aurionpro Mumbai Junior",2025-06-17,"Yashmith Ram Chaikam","Adhiraj Mitra","0-1",1723,1996
"Aurionpro Mumbai Junior",2025-06-17,"Vyom Malhotra","Kushagra Paliwal","1-0",1975,1741
"Aurionpro Mumbai Junior",2025-06-17,"Arav Vinod","Jagreet Misra","1/2-1/2",1720,1971
"Aurionpro Mumbai Junior",2025-06-17,"Ramanuj Mishra","Sameer Singh Shergill","0-1",1948,1734
"Aurionpro Mumbai Junior",2025-06-17,"Nijesh R","Aadithya R","1-0",1931,1721
"Aurionpro Mumbai Junior",2025-06-17,"Manya Abhishek Drolia","Salunke Siddhant","1/2-1/2",1713,1915
"Aurionpro Mumbai Junior",2025-06-17,"Shubh Atha","Shaashvat Gupta","0-1",1911,1720
"Aurionpro Mumbai Junior",2025-06-17,"Kartikeya Chunchu","Perecharla,Hariram Saikrishna","1/2-1/2",1702,1906
"Aurionpro Mumbai Junior",2025-06-17,"Andalamala Hemal Varshan","Vitasta Koul","1-0",1904,1704
"Aurionpro Mumbai Junior",2025-06-17,"Vakada Sriram Jayin","Goutham Ramesh","0-1",1696,1904
"Aurionpro Mumbai Junior",2025-06-17,"Mahir Taneja","Krish Ryan,Krishna","1-0",1896,1696
"Aurionpro Mumbai Junior",2025-06-17,"Aradhy Roy","Vidit Sethi","1-0",1679,1895
"Aurionpro Mumbai Junior",2025-06-17,"Rayan Merchant","Maras Sahejveer Singh","0-1",1662,1849
"Aurionpro Mumbai Junior",2025-06-18,"Mysha Perwez","Aansh Nandan Nerurkar","0-1",1840,2356
"Aurionpro Mumbai Junior",2025-06-18,"Madhesh Kumar S","Advik Reddy Moate","1-0",2243,1814
"Aurionpro Mumbai Junior",2025-06-18,"Shitiz Prasad","Madhvendra Pratap Sharma","0-1",1804,2166
"Aurionpro Mumbai Junior",2025-06-18,"Samuel Stephen Noble S","Rishen Jilowa","1-0",2008,1775
"Aurionpro Mumbai Junior",2025-06-18,"Maniar Hriday","Badole Shaunak","0-1",1787,2007
"Aurionpro Mumbai Junior",2025-06-18,"Adhiraj Mitra","Dhayagude Aarav","1-0",1996,1774
"Aurionpro Mumbai Junior",2025-06-18,"Taseen Rafique Tadavi","Vyom Malhotra","0-1",1771,1975
"Aurionpro Mumbai Junior",2025-06-18,"Jai Prakash Vanum","Nijesh R","0-1",1768,1931
"Aurionpro Mumbai Junior",2025-06-18,"Sameer Singh Shergill","Andalamala Hemal Varshan","0-1",1734,1904
"Aurionpro Mumbai Junior",2025-06-18,"Goutham Ramesh","Arixander Johny","1-0",1904,1753
"Aurionpro Mumbai Junior",2025-06-18,"Shaashvat Gupta","Mahir Taneja","0-1",1720,1896
"Aurionpro Mumbai Junior",2025-06-18,"Maras Sahejveer Singh","Aradhy Roy","1/2-1/2",1849,1679
"Aurionpro Mumbai Junior",2025-06-18,"Amber Gangwal","Singh,Shaurya","0-1",1648,1849
"Aurionpro Mumbai Junior",2025-06-18,"Tripurambika V","Advik Amit Agrawal","0-1",1747,2218
"Aurionpro Mumbai Junior",2025-06-18,"Avirat Chauhan","Pratyush Kumar","1/2-1/2",2168,1773
"Aurionpro Mumbai Junior",2025-06-18,"Angada H P","Aadik Theophane Lenin","0-1",1759,2018
"Aurionpro Mumbai Junior",2025-06-18,"Jagreet Misra","Manya Abhishek Drolia","1-0",1971,1713
"Aurionpro Mumbai Junior",2025-06-18,"Salunke Siddhant","Arav Vinod","1-0",1915,1720
"Aurionpro Mumbai Junior",2025-06-18,"Perecharla,Hariram Saikrishna","Heet Baldawa","1-0",1906,1652
"Aurionpro Mumbai Junior",2025-06-18,"Sundar Divij P","Kartikeya Chunchu","1-0",1848,1702
"Aurionpro Mumbai Junior",2025-06-18,"Ayaan Trikha","Aarush Sagar Shinde","1-0",1817,1453
"Aurionpro Mumbai Junior",2025-06-19,"Aansh Nandan Nerurkar","Vyom Malhotra","1-0",2356,1975
"Aurionpro Mumbai Junior",2025-06-19,"Nijesh R","Madhesh Kumar S","0-1",1931,2243
"Aurionpro Mumbai Junior",2025-06-19,"Madhvendra Pratap Sharma","Andalamala Hemal Varshan","1-0",2166,1904
"Aurionpro Mumbai Junior",2025-06-19,"Mahir Taneja","Samuel Stephen Noble S","1/2-1/2",1896,2008
"Aurionpro Mumbai Junior",2025-06-19,"Badole Shaunak","Goutham Ramesh","0-1",2007,1904
"Aurionpro Mumbai Junior",2025-06-19,"Singh,Shaurya","Adhiraj Mitra","0-1",1849,1996
"Aurionpro Mumbai Junior",2025-06-19,"Advik Amit Agrawal","Maras Sahejveer Singh","1-0",2218,1849
"Aurionpro Mumbai Junior",2025-06-19,"Aadik Theophane Lenin","Sundar Divij P","1/2-1/2",2018,1848
"Aurionpro Mumbai Junior",2025-06-19,"Ayaan Trikha","Jagreet Misra","1/2-1/2",1817,1971
"Aurionpro Mumbai Junior",2025-06-19,"Shreya Rajesh","Salunke Siddhant","0-1",1794,1915
"Aurionpro Mumbai Junior",2025-06-19,"Aradhy Roy","Perecharla,Hariram Saikrishna","1/2-1/2",1679,1906
"Aurionpro Mumbai Junior",2025-06-19,"Sravyasree Bheemarasetty","Avirat Chauhan","1/2-1/2",1747,2168
"Aurionpro Mumbai Junior",2025-06-19,"Kushagra Paliwal","Krishay Jain","1-0",1741,2059
"Aurionpro Mumbai Junior",2025-06-19,"Ramanuj Mishra","Aadithya R","1-0",1948,1721
"Aurionpro Mumbai Junior",2025-06-19,"Shubh Atha","Sameer Singh Shergill","1-0",1911,1734
"Aurionpro Mumbai Junior",2025-06-19,"Shaashvat Gupta","Mysha Perwez","1-0",1720,1840
"Aurionpro Mumbai Junior",2025-06-19,"Advik Reddy Moate","Vitasta Koul","1-0",1814,1704
"Aurionpro Mumbai Junior",2025-06-19,"Krish Ryan,Krishna","Saranya Devi Narahari","0-1",1696,1810
"Aurionpro Mumbai Junior",2025-06-19,"Arjun Singh","Naitik Jain","0-1",1808,1691
"Aurionpro Mumbai Junior",2025-06-19,"Vakada Sriram Jayin","Shitiz Prasad","1/2-1/2",1696,1804
"Aurionpro Mumbai Junior",2025-06-19,"Mithilesh P","Amber Gangwal","1-0",1799,1648
"Aurionpro Mumbai Junior",2025-06-20,"Adhiraj Mitra","Aansh Nandan Nerurkar","0-1",1996,2356
"Aurionpro Mumbai Junior",2025-06-20,"Madhesh Kumar S","Madhvendra Pratap Sharma","1-0",2243,2166
"Aurionpro Mumbai Junior",2025-06-20,"Goutham Ramesh","Advik Amit Agrawal","1/2-1/2",1904,2218
"Aurionpro Mumbai Junior",2025-06-20,"Salunke Siddhant","Mahir Taneja","1/2-1/2",1915,1896
"Aurionpro Mumbai Junior",2025-06-20,"Samuel Stephen Noble S","Aadik Theophane Lenin","0-1",2008,2018
"Aurionpro Mumbai Junior",2025-06-20,"Saranya Devi Narahari","Badole Shaunak","0-1",1810,2007
"Aurionpro Mumbai Junior",2025-06-20,"Vyom Malhotra","Mithilesh P","1/2-1/2",1975,1799
"Aurionpro Mumbai Junior",2025-06-20,"Jagreet Misra","Rishen Jilowa","1/2-1/2",1971,1775
"Aurionpro Mumbai Junior",2025-06-20,"Jai Prakash Vanum","Ramanuj Mishra","0-1",1768,1948
"Aurionpro Mumbai Junior",2025-06-20,"Nijesh R","Gaurang Bhandari","1/2-1/2",1931,1767
"Aurionpro Mumbai Junior",2025-06-20,"Arixander Johny","Shubh Atha","0-1",1753,1911
"Aurionpro Mumbai Junior",2025-06-20,"Perecharla,Hariram Saikrishna","Kushagra Paliwal","0-1",1906,1741
"Aurionpro Mumbai Junior",2025-06-20,"Andalamala Hemal Varshan","Shaashvat Gupta","1-0",1904,1720
"Aurionpro Mumbai Junior",2025-06-20,"Pratham Nayyar","Singh,Shaurya","1/2-1/2",1751,1849
"Aurionpro Mumbai Junior",2025-06-20,"Sundar Divij P","Aradhy Roy","1/2-1/2",1848,1679
"Aurionpro Mumbai Junior",2025-06-20,"Naitik Jain","Ayaan Trikha","1/2-1/2",1691,1817
"Aurionpro Mumbai Junior",2025-06-20,"Advik Reddy Moate","Tvesha Ashish Jain","1-0",1814,1602
"Aurionpro Mumbai Junior",2025-06-20,"Avirat Chauhan","Anvita Sathi","1-0",2168,1627
"Aurionpro Mumbai Junior",2025-06-20,"Vidit Sethi","Sravyasree Bheemarasetty","0-1",1895,1747
"Aurionpro Mumbai Junior",2025-06-20,"Maras Sahejveer Singh","Arav Vinod","0-1",1849,1720
"Aurionpro Mumbai Junior",2025-06-20,"Shitiz Prasad","Manya Abhishek Drolia","1-0",1804,1713
"Aurionpro Mumbai Junior",2025-06-21,"Aansh Nandan Nerurkar","Madhesh Kumar S","1/2-1/2",2356,2243
"Aurionpro Mumbai Junior",2025-06-21,"Madhvendra Pratap Sharma","Goutham Ramesh","1-0",2166,1904
"Aurionpro Mumbai Junior",2025-06-21,"Advik Amit Agrawal","Salunke Siddhant","1-0",2218,1915
"Aurionpro Mumbai Junior",2025-06-21,"Aadik Theophane Lenin","Shubh Atha","1-0",2018,1911
"Aurionpro Mumbai Junior",2025-06-21,"Badole Shaunak","Advik Reddy Moate","1-0",2007,1814
"Aurionpro Mumbai Junior",2025-06-21,"Andalamala Hemal Varshan","Adhiraj Mitra","0-1",1904,1996
"Aurionpro Mumbai Junior",2025-06-21,"Ramanuj Mishra","Kushagra Paliwal","1-0",1948,1741
"Aurionpro Mumbai Junior",2025-06-21,"Mahir Taneja","Jagreet Misra","0-1",1896,1971
"Aurionpro Mumbai Junior",2025-06-21,"Rishen Jilowa","Avirat Chauhan","0-1",1775,2168
"Aurionpro Mumbai Junior",2025-06-21,"Pratyush Kumar","Samuel Stephen Noble S","0-1",1773,2008
"Aurionpro Mumbai Junior",2025-06-21,"Vyom Malhotra","Pratham Nayyar","1-0",1975,1751
"Aurionpro Mumbai Junior",2025-06-21,"Sravyasree Bheemarasetty","Nijesh R","1/2-1/2",1747,1931
"Aurionpro Mumbai Junior",2025-06-21,"Singh,Shaurya","Maniar Hriday","0-1",1849,1787
"Aurionpro Mumbai Junior",2025-06-21,"Gaurang Bhandari","Sundar Divij P","0-1",1767,1848
"Aurionpro Mumbai Junior",2025-06-21,"Arav Vinod","Ayaan Trikha","0-1",1720,1817
"Aurionpro Mumbai Junior",2025-06-21,"Aradhy Roy","Shitiz Prasad","1/2-1/2",1679,1804
"Aurionpro Mumbai Junior",2025-06-21,"Mithilesh P","Naitik Jain","1/2-1/2",1799,1691
"Aurionpro Mumbai Junior",2025-06-21,"Krishay Jain","Shaashvat Gupta","1-0",2059,1720
"Aurionpro Mumbai Junior",2025-06-21,"Rayan Merchant","Perecharla,Hariram Saikrishna","1/2-1/2",1662,1906
"Aurionpro Mumbai Junior",2025-06-21,"Samhita,Pungavanam","Saranya Devi Narahari","1/2-1/2",1660,1810
"Aurionpro Mumbai Junior",2025-06-21,"Arjun Singh","Vitasta Koul","1-0",1808,1704
"Aurionpro Mumbai Junior",2025-06-22,"Badole Shaunak","Aansh Nandan Nerurkar","1/2-1/2",2007,2356
"Aurionpro Mumbai Junior",2025-06-22,"Madhesh Kumar S","Ramanuj Mishra","1-0",2243,1948
"Aurionpro Mumbai Junior",2025-06-22,"Aadik Theophane Lenin","Advik Amit Agrawal","0-1",2018,2218
"Aurionpro Mumbai Junior",2025-06-22,"Adhiraj Mitra","Madhvendra Pratap Sharma","0-1",1996,2166
"Aurionpro Mumbai Junior",2025-06-22,"Avirat Chauhan","Goutham Ramesh","1/2-1/2",2168,1904
"Aurionpro Mumbai Junior",2025-06-22,"Samuel Stephen Noble S","Sundar Divij P","1-0",2008,1848
"Aurionpro Mumbai Junior",2025-06-22,"Ayaan Trikha","Vyom Malhotra","0-1",1817,1975
"Aurionpro Mumbai Junior",2025-06-22,"Jagreet Misra","Maniar Hriday","1/2-1/2",1971,1787
"Aurionpro Mumbai Junior",2025-06-22,"Aadithya R","Krishay Jain","0-1",1721,2059
"Aurionpro Mumbai Junior",2025-06-22,"Nijesh R","Mithilesh P","1-0",1931,1799
"Aurionpro Mumbai Junior",2025-06-22,"Salunke Siddhant","Sravyasree Bheemarasetty","1-0",1915,1747
"Aurionpro Mumbai Junior",2025-06-22,"Shubh Atha","Aradhy Roy","1-0",1911,1679
"Aurionpro Mumbai Junior",2025-06-22,"Arixander Johny","Andalamala Hemal Varshan","0-1",1753,1904
"Aurionpro Mumbai Junior",2025-06-22,"Kushagra Paliwal","Mahir Taneja","1/2-1/2",1741,1896
"Aurionpro Mumbai Junior",2025-06-22,"Kartikeya Chunchu","Arjun Singh","1/2-1/2",1702,1808
"Aurionpro Mumbai Junior",2025-06-22,"Shitiz Prasad","Samvid Bhadri","0-1",1804,1456
"Aurionpro Mumbai Junior",2025-06-22,"Naitik Jain","Rishen Jilowa","0-1",1691,1775
"Aurionpro Mumbai Junior",2025-06-22,"Perecharla,Hariram Saikrishna","Arav Vinod","1-0",1906,1720
"Aurionpro Mumbai Junior",2025-06-22,"Maras Sahejveer Singh","Manya Abhishek Drolia","1/2-1/2",1849,1713
"Aurionpro Mumbai Junior",2025-06-22,"Sameer Singh Shergill","Singh,Shaurya","1-0",1734,1849
"Aurionpro Mumbai Junior",2025-06-23,"Advik Amit Agrawal","Madhesh Kumar S","1/2-1/2",2218,2243
"Aurionpro Mumbai Junior",2025-06-23,"Aansh Nandan Nerurkar","Madhvendra Pratap Sharma","1-0",2356,2166
"Aurionpro Mumbai Junior",2025-06-23,"Vyom Malhotra","Samuel Stephen Noble S","1-0",1975,2008
"Aurionpro Mumbai Junior",2025-06-23,"Krishay Jain","Badole Shaunak","0-1",2059,2007
"Aurionpro Mumbai Junior",2025-06-23,"Shubh Atha","Avirat Chauhan","1/2-1/2",1911,2168
"Aurionpro Mumbai Junior",2025-06-23,"Andalamala Hemal Varshan","Aadik Theophane Lenin","0-1",1904,2018
"Aurionpro Mumbai Junior",2025-06-23,"Goutham Ramesh","Adhiraj Mitra","0-1",1904,1996
"Aurionpro Mumbai Junior",2025-06-23,"Samvid Bhadri","Jagreet Misra","0-1",1456,1971
"Aurionpro Mumbai Junior",2025-06-23,"Ramanuj Mishra","Anvita Sathi","0-1",1948,1627
"Aurionpro Mumbai Junior",2025-06-23,"Maniar Hriday","Nijesh R","0-1",1787,1931
"Aurionpro Mumbai Junior",2025-06-23,"Perecharla,Hariram Saikrishna","Salunke Siddhant","0-1",1906,1915
"Aurionpro Mumbai Junior",2025-06-23,"Mahir Taneja","Jai Prakash Vanum","1-0",1896,1768
"Aurionpro Mumbai Junior",2025-06-23,"Pratham Nayyar","Ayaan Trikha","0-1",1751,1817
"Aurionpro Mumbai Junior",2025-06-23,"Arjun Singh","Kushagra Paliwal","0-1",1808,1741
"Aurionpro Mumbai Junior",2025-06-23,"Rishen Jilowa","Sameer Singh Shergill","1-0",1775,1734
"Aurionpro Mumbai Junior",2025-06-23,"Pratyush Kumar","Kashyap Brijesh Khakharia","1-0",1773,1645
"Aurionpro Mumbai Junior",2025-06-23,"Aadithya R","Vidit Sethi","1/2-1/2",1721,1895
"Aurionpro Mumbai Junior",2025-06-23,"Shaashvat Gupta","Maras Sahejveer Singh","1/2-1/2",1720,1849
"Aurionpro Mumbai Junior",2025-06-23,"Manya Abhishek Drolia","Mysha Perwez","0-1",1713,1840
"Aurionpro Mumbai Junior",2025-06-23,"Vitasta Koul","Shitiz Prasad","1/2-1/2",1704,1804
"Aurionpro Mumbai Junior",2025-06-23,"Mithilesh P","Nayanakheshan,Venukanan","1-0",1799,1676
"ch-CHN 2025",2025-06-23,"Dai,Changren","Chen,KaiLin","1-0",2560,2311
"ch-CHN 2025",2025-06-23,"Jin,Hongtao","Liu,Yan","1/2-1/2",2305,2536
"ch-CHN 2025",2025-06-23,"Xu,Yinglun","Zhou,Runyi","1-0",2530,2301
"ch-CHN 2025",2025-06-23,"Chen,Yuan2","Peng,Xiongjian","1/2-1/2",2298,2520
"ch-CHN 2025",2025-06-23,"Xiao,Tong(QD)","Zhang,Zhi","1-0",2520,2260
"ch-CHN 2025",2025-06-23,"Li Bo","Huang,Renjie","0-1",2240,2495
"ch-CHN 2025",2025-06-23,"Chen,Qi b","Xie,Jiaxiang","1-0",2472,2237
"ch-CHN 2025",2025-06-23,"Chen,Zhi","Lou Yiping","0-1",2177,2471
"ch-CHN 2025",2025-06-23,"Kong,Xiangrui","Shen,Fuyan","1-0",2470,2175
"ch-CHN 2025",2025-06-23,"Jiang,Liu","Xu,Yi","1/2-1/2",2046,2468
"ch-CHN 2025",2025-06-23,"Meng,Yihan","Yu,Shi","1/2-1/2",2454,2029
"ch-CHN 2025",2025-06-23,"Zhang,Hongya","Wang,Shixu B","1-0",2029,2452
"ch-CHN 2025",2025-06-23,"Jiang,Haochen","Ding,Zhiyuan","1-0",2450,1942
"ch-CHN 2025",2025-06-23,"Jiao,Zhaorui","Xie,Kaifan","0-1",1940,2446
"ch-CHN 2025",2025-06-23,"Zhang,Di","Zhang,Yinzhe","1-0",2446,1939
"ch-CHN 2025",2025-06-23,"Gao,Linhao","Cao,Qingfeng","0-1",1915,2410
"ch-CHN 2025",2025-06-23,"Chu Wei Chao","Jin,Ruijun","1-0",2406,1906
"ch-CHN 2025",2025-06-23,"Xie,Chujun","Xie Jianjun","0-1",1904,2403
"ch-CHN 2025",2025-06-23,"Peng,Hongchi","Peng,Zihao","0-1",2399,1878
"ch-CHN 2025",2025-06-23,"Liu,Huaqi","Li Shilong","0-1",1853,2393
"ch-CHN 2025",2025-06-23,"Wu,Yixing","Cheng,Gongpu","1/2-1/2",2385,1845
"ch-CHN 2025",2025-06-23,"Yu,Zhe","Chen,Hongsen","0-1",1834,2377
"ch-CHN 2025",2025-06-23,"Lin Weiguo","Tao,Qibing","1/2-1/2",2374,1830
"ch-CHN 2025",2025-06-23,"Wang,Youran","Yang,ZiLong","0-1",1827,2372
"ch-CHN 2025",2025-06-23,"Jin,Yueheng","Zhang,Edmond Meng","1-0",2364,1809
"ch-CHN 2025",2025-06-23,"Zhong,Taoyu","Zhang,Ziji","1/2-1/2",1778,2361
"ch-CHN 2025",2025-06-23,"Yuan,Qingyu","Gu,Yi","1-0",2347,1749
"ch-CHN 2025",2025-06-23,"Xu,Sinan","Gong,Sunle","0-1",1650,2347
"ch-CHN 2025",2025-06-23,"Dong,Hongfu","Shen,Houlin","1-0",2314,1627
"ch-CHN 2025",2025-06-23,"Pei,Dongfang","Xi,Qi","0-1",1547,2312
"ch-CHN Women 2025",2025-06-23,"Ni,Shiqun","Xue,Shixuan","1-0",2342,1885
"ch-CHN Women 2025",2025-06-23,"Pi,Aiying","Gao,Muziyan","0-1",1884,2315
"ch-CHN Women 2025",2025-06-23,"Yan,Tianqi","Guo,Weibao","1-0",2304,1863
"ch-CHN Women 2025",2025-06-23,"Pian,Junyao","Wang,Qinxuanyi","0-1",1855,2242
"ch-CHN Women 2025",2025-06-23,"Wang,Chuqiao","Wang,Yi(BJ)","1-0",2229,1830
"ch-CHN Women 2025",2025-06-23,"Shao,Qiyu","Li Xueyi","1/2-1/2",1829,2220
"ch-CHN Women 2025",2025-06-23,"Zhang,Xiao","Peng,Jingyi(GD)","1-0",2212,1797
"ch-CHN Women 2025",2025-06-23,"Ding,Shirui","Jiang,Tianyu","0-1",1770,2098
"ch-CHN Women 2025",2025-06-23,"Ha,Yihan","Chen,Jinyan","0-1",2093,1769
"ch-CHN Women 2025",2025-06-23,"He,Ziyu","Liu,Manli","1-0",1743,2086
"ch-CHN Women 2025",2025-06-23,"Yang,Yijing","Wang,Hanchen","1-0",2066,1721
"ch-CHN Women 2025",2025-06-23,"Tong,Yiyi","Zhou,Shumeng","1-0",1712,2027
"ch-CHN Women 2025",2025-06-23,"Du,Yuxin","Zhao,Yuetong","1-0",2021,1675
"ch-CHN Women 2025",2025-06-23,"Shao,Yanrui","Wu,Shuang(HLJ)","0-1",1669,1957
"ch-CHN Women 2025",2025-06-23,"Mu,Wangxueyao","Meng,Wuyang","1-0",1931,1652
"ch-CHN Women 2025",2025-06-23,"Niu,Shuo","Wang,Xiaoyan","0-1",1639,1921
"ch-CHN Women 2025",2025-06-23,"Shi,Yige","Guo,Shiran","1-0",1916,1624
"IV Janos Rigo Mem GMA",2025-06-21,"Gschnitzer,Adrian","Nemeth,Zalan","1/2-1/2",2442,2324
"IV Janos Rigo Mem GMA",2025-06-21,"Berczes,D","Daaevik Wadhawan","1-0",2397,2344
"IV Janos Rigo Mem GMA",2025-06-21,"Gormally,D","Ivanisevic,I","0-1",2435,2533
"IV Janos Rigo Mem GMA",2025-06-21,"Fus,Jakub","Vanczak,Tamas","1/2-1/2",2438,2407
"IV Janos Rigo Mem GMA",2025-06-21,"Mahitosh,Dey","Balint,Peter","0-1",2261,2354
"IV Janos Rigo Mem GMA",2025-06-22,"Nemeth,Zalan","Balint,Peter","1/2-1/2",2324,2354
"IV Janos Rigo Mem GMA",2025-06-22,"Vanczak,Tamas","Mahitosh,Dey","1-0",2407,2261
"IV Janos Rigo Mem GMA",2025-06-22,"Ivanisevic,I","Fus,Jakub","1/2-1/2",2533,2438
"IV Janos Rigo Mem GMA",2025-06-22,"Daaevik Wadhawan","Gormally,D","1-0",2344,2435
"IV Janos Rigo Mem GMA",2025-06-22,"Gschnitzer,Adrian","Berczes,D","1/2-1/2",2442,2397
"IV Janos Rigo Mem IMB",2025-06-21,"Tan,Yi Rui Ray","Swarna Nihal","1/2-1/2",2101,2232
"IV Janos Rigo Mem IMB",2025-06-21,"Pribelszky,Bence","Jakab,At","1-0",2396,2233
"IV Janos Rigo Mem IMB",2025-06-21,"Polyik,Peter","Fodor,B","1-0",2351,2217
"IV Janos Rigo Mem IMB",2025-06-21,"Papp,Bence","Halak,M","0-1",2223,2243
"IV Janos Rigo Mem IMB",2025-06-21,"Sieber,Fiona","Vuelban,V","0-1",2237,2241
"IV Janos Rigo Mem IMB",2025-06-22,"Swarna Nihal","Vuelban,V","0-1",2232,2241
"IV Janos Rigo Mem IMB",2025-06-22,"Halak,M","Sieber,Fiona","1/2-1/2",2243,2237
"IV Janos Rigo Mem IMB",2025-06-22,"Fodor,B","Papp,Bence","1/2-1/2",2217,2223
"IV Janos Rigo Mem IMB",2025-06-22,"Jakab,At","Polyik,Peter","1/2-1/2",2233,2351
"IV Janos Rigo Mem IMB",2025-06-22,"Tan,Yi Rui Ray","Pribelszky,Bence","0-1",2101,2396
"Isola del Sole Open 2025",2025-06-22,"Wang,Ellen","Zorko,Ju","1/2-1/2",2165,2463
"Isola del Sole Open 2025",2025-06-22,"Sofronie,I","Lasinskas,P","1-0",2383,2148
"Isola del Sole Open 2025",2025-06-22,"Rempe,Jonas","Sukovic,Andrej","0-1",2135,2320
"Isola del Sole Open 2025",2025-06-22,"Mostbauer,Florian","Lezzerini,Marco","1-0",2314,2129
"Isola del Sole Open 2025",2025-06-22,"Harshit Amarnani","Perossa,Nicolas","0-1",2120,2286
"Isola del Sole Open 2025",2025-06-22,"Lekic,Du","Shivika,Rohilla","1/2-1/2",2270,2096
"Isola del Sole Open 2025",2025-06-22,"Gioseffi,M","Priyanka,Nutakki","0-1",2080,2260
"Isola del Sole Open 2025",2025-06-23,"Priyanka,Nutakki","Sofronie,I","1/2-1/2",2260,2383
"Isola del Sole Open 2025",2025-06-23,"Sukovic,Andrej","Bakalarz,M","1-0",2320,2202
"Isola del Sole Open 2025",2025-06-23,"Vincenti,Leonardo","Mostbauer,Florian","0-1",2199,2314
"Isola del Sole Open 2025",2025-06-23,"Perossa,Nicolas","Sofronie,Vladimir","1/2-1/2",2286,2185
"Isola del Sole Open 2025",2025-06-23,"Visakh,N R","Hofstadler,Mario","1-0",2529,2172
"Isola del Sole Open 2025",2025-06-23,"Zorko,Ju","Budai,Federico","1-0",2463,2002
"Isola del Sole Open 2025",2025-06-23,"Beliman,Alexandro","Lekic,Du","1/2-1/2",2177,2270
"Issykkul Open A 2025",2025-06-21,"Kasparov,Aram","Smirnov,P","0-1",1992,2485
"Issykkul Open A 2025",2025-06-21,"Ibrayev,N","Azatzhan,Adil","1-0",2379,1991
"Issykkul Open A 2025",2025-06-21,"Kurbanov,Abdulaziz","Koziak,V","1-0",1970,2373
"Issykkul Open A 2025",2025-06-21,"Khoroshev,N","Takyrbashev,Tilek","1-0",2361,1961
"Issykkul Open A 2025",2025-06-21,"Kazhmuratov,Altair","Abdyjapar,Asyl","1-0",1956,2349
"Issykkul Open A 2025",2025-06-21,"Karimov,Alisher","Iunusov,Nuriddin","1-0",2317,1953
"Issykkul Open A 2025",2025-06-21,"Protasov,Nikolay","Tikzhanov,Y","1-0",1936,2315
"Issykkul Open A 2025",2025-06-21,"Bekasov,Ivan","Markov,M KGZ","1-0",1904,2242
"Issykkul Open A 2025",2025-06-21,"Sezdbekov,Ruslan","Bubnova,Uliana","1-0",2231,1900
"Issykkul Open A 2025",2025-06-21,"Zhunusbekova,Aimonchok","Momunaliev,Ruslan","0-1",1890,2214
"Issykkul Open A 2025",2025-06-21,"Yrysov,Timur","Ubiennykh,E","0-1",1880,2137
"Issykkul Open A 2025",2025-06-21,"Amreyev,Azat","Minkhajdarov,Ruslan","1-0",1811,2073
"Issykkul Open A 2025",2025-06-22,"Smirnov,P","Sharshenbekov,Emir","1-0",2485,2091
"Issykkul Open A 2025",2025-06-22,"Kurbanbaev,Zalkar","Ibrayev,N","1-0",2119,2379
"Issykkul Open A 2025",2025-06-22,"Turksoi,Zhanpolat","Khoroshev,N","1/2-1/2",2067,2361
"Issykkul Open A 2025",2025-06-22,"Kasimov,Rauf","Karimov,Alisher","0-1",2066,2317
"Issykkul Open A 2025",2025-06-22,"Tunik,S","Sezdbekov,Ruslan","1/2-1/2",2012,2231
"Issykkul Open A 2025",2025-06-22,"Ubiennykh,E","Protasov,Nikolay","0-1",2137,1936
"Issykkul Open A 2025",2025-06-22,"Daudov,Timur","Erzhanov,A","1-0",1906,2136
"Issykkul Open A 2025",2025-06-22,"Bekasov,Ivan","Zheenbekov,N","0-1",1904,2130
"Issykkul Open A 2025",2025-06-22,"Imanaliev,T","Amreyev,Azat","1-0",2132,1811
"Issykkul Open A 2025",2025-06-22,"Koziak,V","Asanbekov,Urmatbek","1-0",2373,1828
"Issykkul Open A 2025",2025-06-22,"Abdyjapar,Asyl","Bubnova,Uliana","1-0",2349,1900
"Issykkul Open A 2025",2025-06-22,"Tikzhanov,Y","Zhunusbekova,Aimonchok","1-0",2315,1890
"Issykkul Open A 2025",2025-06-22,"Kubanychbekov,Asyltay","Kaiyrbekov,R","1-0",1852,2242
