"Event","Date","White","Black","Result","WhiteElo","BlackElo"
"Titled Tue 17th Jun Early",2025-06-17,"Bortnyk,Olexandr","Pakleza,Z","1-0",2601,2484
"Titled Tue 17th Jun Early",2025-06-17,"Topencik,Bruno","Mindlin,A","0-1",2276,2451
"Titled Tue 17th Jun Early",2025-06-17,"Foldes,Marton Gabor","Hehir,Michael","1-0",2295,2009
"Titled Tue 17th Jun Early",2025-06-17,"Deac,Bogdan-Daniel","Nakamura,Hi","1-0",2674,2804
"Titled Tue 17th Jun Early",2025-06-17,"Atanasov,Anthony","So,W","1/2-1/2",2417,2745
"Titled Tue 17th Jun Early",2025-06-17,"Guo,Felix","Papaioannou,Dimitrios","0-1",2091,2206
"Titled Tue 17th Jun Early",2025-06-17,"Yanev,Tihomir","Yelisieiev,Yevhenii","1-0",2354,2412
"Titled Tue 17th Jun Early",2025-06-17,"Rustemov,A","Mullodzhanov,Nathaniel","0-1",2525,1927
"Titled Tue 17th Jun Early",2025-06-17,"Gales,Randi-Ioan","Uzuner,TC","1-0",2243,1909
"Titled Tue 17th Jun Early",2025-06-17,"Boramanikar,Tanisha S","Manukian,Ar","0-1",1743,2104
"Titled Tue 17th Jun Early",2025-06-17,"Tiitta,S","Duarte Cramer,Lily Jeanette","1/2-1/2",2157,1828
"Titled Tue 17th Jun Early",2025-06-17,"Zepeda Berlanga,Jan Enrique","Liu,Jason","0-1",1984,2125
"Titled Tue 17th Jun Early",2025-06-17,"Iskusnyh,S","Zlatin,Alexander","1-0",2440,2313
"Titled Tue 17th Jun Early",2025-06-17,"Idani,P","Lopez del Alamo,An","1-0",2593,2166
"Titled Tue 17th Jun Early",2025-06-17,"Darmanin,Jake","Shuvalov,E","0-1",2052,1986
"Titled Tue 17th Jun Early",2025-06-17,"Mizzi,Jack","Cuellar Montes,Alejandro","0-1",2107,2173
"Titled Tue 17th Jun Early",2025-06-17,"Sethuraman,Roshan","Gutierrez Olivares,D","1-0",2074,2354
"Titled Tue 17th Jun Early",2025-06-17,"Starozhilov,L","Brady,Tyson","1-0",2240,2170
"Titled Tue 17th Jun Early",2025-06-17,"Omariev,M","Ady,J","1-0",2304,2355
"Titled Tue 17th Jun Early",2025-06-17,"Arabidze,M","Tang,Andrew","0-1",2440,2529
"Titled Tue 17th Jun Early",2025-06-17,"Sadubayev,Airat","Sahbudak,Baris Cinar","1-0",2211,2072
"Titled Tue 17th Jun Early",2025-06-17,"Piesik,P","Samunenkov,Ihor","0-1",2436,2562
"Titled Tue 17th Jun Early",2025-06-17,"Fedorov,Artem Alek","Ersoz,Teoman Guney","1-0",2157,2052
"Titled Tue 17th Jun Early",2025-06-17,"Shapiro,Dan","Khanbutaev,Artemii","1-0",2284,2139
"Titled Tue 17th Jun Early",2025-06-17,"Pham Le Thao Nguyen","Matinian,N","0-1",2357,2421
"Titled Tue 17th Jun Early",2025-06-17,"Mummana Venkata Ruthvik","Karpenko,Anton","0-1",2237,2219
"Titled Tue 17th Jun Early",2025-06-17,"Aliyev,E","Hungaski,R","1-0",2123,2477
"Titled Tue 17th Jun Early",2025-06-17,"Novikova,M","Sitnic,A","0-1",1974,2058
"Titled Tue 17th Jun Early",2025-06-17,"Sobek,J","Jakovljevic,Dejan","0-1",2195,1956
"Titled Tue 17th Jun Early",2025-06-17,"Toroptseva,Yevheniia","Hury,Tymoteusz","1-0",2104,2115
"Titled Tue 17th Jun Early",2025-06-17,"Firouzja,Alireza","Xiong,Jeffery","0-1",2766,2639
"Titled Tue 17th Jun Early",2025-06-17,"Chan,Kim Yew","Newansa,M Esandi","1-0",2304,1945
"Titled Tue 17th Jun Early",2025-06-17,"Csonka,B","Craciun,Sasha-Matei","1-0",2467,2320
"Titled Tue 17th Jun Early",2025-06-17,"Winkels,M","Erdogan,H","1-0",1905,2115
"Titled Tue 17th Jun Early",2025-06-17,"Zong,Davis","Rubes,J","1-0",2242,2426
"Titled Tue 17th Jun Early",2025-06-17,"Jimenez Fernandez,Rebeca","Chan,Mark","0-1",2154,2179
"Titled Tue 17th Jun Early",2025-06-17,"Tin,Jingyao","Esipenko,Andrey","1-0",2583,2689
"Titled Tue 17th Jun Early",2025-06-17,"Lopez Abreu,Michel Samuel","Hernandez,Alex","0-1",2038,2069
"Titled Tue 17th Jun Early",2025-06-17,"Materia,Marco","Dubnevych,Maksym","1-0",2489,2296
"Titled Tue 17th Jun Early",2025-06-17,"Jacobsen,Mikkel Manosri","Filev,G","0-1",2223,2189
"Titled Tue 17th Jun Early",2025-06-17,"Asensio Ramos,E","Bolashakov,Nurali","1-0",2200,2242
"Titled Tue 17th Jun Early",2025-06-17,"Altynbek,Aiaru","Gajic,Ml","1-0",1977,2246
"Titled Tue 17th Jun Early",2025-06-17,"Tang,Dylan","Guerrero Cataldo,Juan Andres","1-0",2236,2082
"Titled Tue 17th Jun Early",2025-06-17,"Asish Panda","Weetik,V","0-1",1911,2423
"Titled Tue 17th Jun Early",2025-06-17,"Akshit,Kumar J","Aarav Sinha","1-0",2074,2255
"Titled Tue 17th Jun Early",2025-06-17,"Blackburn,J","Asad Rahman","1-0",2207,NA
"Titled Tue 17th Jun Early",2025-06-17,"Jovic,Sta","Yevchenko,A","1-0",2096,2276
"Titled Tue 17th Jun Early",2025-06-17,"Vaganian,R","Shermuhammadov,Samandar","1-0",2449,2110
"Titled Tue 17th Jun Early",2025-06-17,"Sanhueza,C","Mekhitarian,K","0-1",2213,2564
"Titled Tue 17th Jun Early",2025-06-17,"Essing,A","Sevig,Mert Can","1-0",2197,2025
"Titled Tue 17th Jun Early",2025-06-17,"Hnatyshyn,Anastasiia","Azizoglu,F","1-0",2233,2055
"Titled Tue 17th Jun Early",2025-06-17,"Mecit,E","Garcia Molina,Jose","1/2-1/2",2007,2156
"Titled Tue 17th Jun Early",2025-06-17,"Ivanov,Andrey A.","Montano Vicente,Guadalupe","1-0",2120,1938
"Titled Tue 17th Jun Early",2025-06-17,"Bacrot,E","Ratkovic,Miloj","1-0",2633,2489
"Titled Tue 17th Jun Early",2025-06-17,"Kozusek,Daniel","Nagare Kaivalya Sandip","0-1",2345,2321
"Titled Tue 17th Jun Early",2025-06-17,"Dragnev,Valentin","Punin,Andrii","1-0",2547,2289
"Titled Tue 17th Jun Early",2025-06-17,"Celik,Ali Alper","Gibala,Adam","0-1",2213,2245
"Titled Tue 17th Jun Early",2025-06-17,"Carrasco Miranda,A","Yao,Hanchi","1-0",2211,2129
"Titled Tue 17th Jun Early",2025-06-17,"Huh,Isaak","Sarquis,M","0-1",2139,2156
"Titled Tue 17th Jun Early",2025-06-17,"Stribuk,Artiom","Bok,B","1-0",2460,2582
"Titled Tue 17th Jun Early",2025-06-17,"Devaev,A","Zmijanac,D","1-0",2306,2007
"Titled Tue 17th Jun Early",2025-06-17,"Bozorov,Javohir","Leiva,G","0-1",2039,2387
"Titled Tue 17th Jun Early",2025-06-17,"Bulgak,Damir","Suvradeepta,D","0-1",2213,2230
"Titled Tue 17th Jun Early",2025-06-17,"Malikova,Marjona","Souleidis,G","0-1",2055,2418
"Titled Tue 17th Jun Early",2025-06-17,"Wyss,J","Cornelisse,Lorelei","0-1",2278,2138
"Titled Tue 17th Jun Early",2025-06-17,"Rosen,E","Arslanov,S","0-1",2377,2410
"Titled Tue 17th Jun Early",2025-06-17,"Mai,Alexander Oliver","Miserendino,A","1-0",2171,2032
"Titled Tue 17th Jun Early",2025-06-17,"Jaiveer,Mahendru","Srihari,L","0-1",2217,2353
"Titled Tue 17th Jun Early",2025-06-17,"Ndirangu,Nyaruai,Joyce","Palomo,Franklin Annervys","1-0",1909,2243
"Titled Tue 17th Jun Early",2025-06-17,"Deveci,Huseyin Said","Masruri,R","0-1",2212,2407
"Titled Tue 17th Jun Early",2025-06-17,"Caku,Kler","Fernandez Garcia,Gumersindo","1-0",2010,2197
"Titled Tue 17th Jun Early",2025-06-17,"Mohylnyi,Stepan","Petersen,Marcel","0-1",2314,2236
"Titled Tue 17th Jun Early",2025-06-17,"Aalto,Patrik","Kjaergaard Jensen,J","1-0",2316,2081
"Titled Tue 17th Jun Early",2025-06-17,"Svane,R","Niemann,Hans Moke","0-1",2626,2736
"Titled Tue 17th Jun Early",2025-06-17,"Rom,J","Raptis,N","1-0",2163,2220
"Titled Tue 17th Jun Early",2025-06-17,"Sarana,A","Carlsen,M","0-1",2686,2837
"Titled Tue 17th Jun Early",2025-06-17,"Kurmangaliyeva,Liya","Harsh,Suresh","1-0",2276,2392
"Titled Tue 17th Jun Early",2025-06-17,"Hansen,Eric","Kourkoulos Arditis,Stamatis","0-1",2609,2580
"Titled Tue 17th Jun Early",2025-06-17,"Olhovik,Andrei","Baturin-Vinogradov,Miroslav","0-1",2282,2046
"Titled Tue 17th Jun Early",2025-06-17,"Barrientos,Er","Kozak,Ma","1-0",2027,2176
"Titled Tue 17th Jun Early",2025-06-17,"Mitrabha,G","Aradhya,Garg","0-1",2515,2370
"Titled Tue 17th Jun Early",2025-06-17,"Skiadopoulos,N","Bruhovich,O","0-1",1882,2208
"Titled Tue 17th Jun Early",2025-06-17,"George,Kevin","Myagmarsuren,Evsuld","1-0",2327,2292
"Titled Tue 17th Jun Early",2025-06-17,"Chaulagain,P","Carroll,Thomas","0-1",1952,2131
"Titled Tue 17th Jun Early",2025-06-17,"Thomforde-Toates,Noah","Deng,Henry","0-1",2128,2327
"Titled Tue 17th Jun Early",2025-06-17,"Peczely,S","Willim,M","1-0",2309,2024
"Titled Tue 17th Jun Early",2025-06-17,"Kosakowski,Jakub","Kovalenko,I","0-1",2548,2676
"Titled Tue 17th Jun Early",2025-06-17,"Pavlov,Nikolay","Grover,S","0-1",2316,2465
"Titled Tue 17th Jun Early",2025-06-17,"Sanal,V","Iniyan,Pa","1-0",2564,2573
"Titled Tue 17th Jun Early",2025-06-17,"Demchenko,Svitlana","Shafer,Logan C","1/2-1/2",2135,2217
"Titled Tue 17th Jun Early",2025-06-17,"Stefanov,Pl","Simonovic,M","0-1",1982,2092
"Titled Tue 17th Jun Early",2025-06-17,"Ter Sahakyan,S","Palczert,Matyas","0-1",2611,2396
"Titled Tue 17th Jun Early",2025-06-17,"Akkara,Omer","Popov,Tikhon","1-0",2036,2173
"Titled Tue 17th Jun Early",2025-06-17,"Zhigalko,S","Pranav,V","0-1",2572,2595
"Titled Tue 17th Jun Early",2025-06-17,"Oro,Faustino","Stanojevic,Ilija","1-0",2465,2189
"Titled Tue 17th Jun Early",2025-06-17,"Rogov,Matfey","Loskutova,Viktoriya","1-0",2348,2092
"Titled Tue 17th Jun Early",2025-06-17,"Ristic,Neb1","Gu Xiaobing","1-0",2248,2148
"Titled Tue 17th Jun Early",2025-06-17,"Mompel Ferruz,Xavier","Montejo Bello,Lorena Beatriz","0-1",2342,2090
"Titled Tue 17th Jun Early",2025-06-17,"Andreikin,D","Sorokin,Aleksey","1/2-1/2",2695,2530
"Titled Tue 17th Jun Early",2025-06-17,"Medina,V","Tristan,L","0-1",2138,2536
"Titled Tue 17th Jun Early",2025-06-17,"Domin,Yan","Laddha,Shubh Jayesh","1/2-1/2",2222,2303
"Titled Tue 17th Jun Early",2025-06-17,"Mateus,Mar","Bratovic,B","1-0",1972,2319
"Titled Tue 17th Jun Early",2025-06-17,"Verbovsky,Michal","Osiecki,S","1-0",2172,1944
"Titled Tue 17th Jun Early",2025-06-17,"Lagarde,Max","Gurel,Ediz","0-1",2621,2636
"Titled Tue 17th Jun Early",2025-06-17,"Kozak,Antoni","Martinez Alcantara,Jose Eduardo","1-0",2426,2611
"Titled Tue 17th Jun Early",2025-06-17,"Galperin,Platon","Elier,Ali","1-0",2500,2142
"Titled Tue 17th Jun Early",2025-06-17,"Gubatayev,Ahmet","Dehtiarov,Roman","0-1",2191,2416
"Titled Tue 17th Jun Early",2025-06-17,"Jahnz,Laurin","Moldagali,Beksultan","0-1",2221,2397
"Titled Tue 17th Jun Early",2025-06-17,"Postny,E","Harsha,B","1-0",2525,2527
"Titled Tue 17th Jun Early",2025-06-17,"Beyer,Lorenz","Balavignan,Ashvin","0-1",2226,2023
"Titled Tue 17th Jun Early",2025-06-17,"Xue,Haowen","Bukreev,Stanislav","1-0",2518,2305
"Titled Tue 17th Jun Early",2025-06-17,"Linares Orellana,Hector Jose","Cuenca Jimenez,J","0-1",2111,2487
"Titled Tue 17th Jun Early",2025-06-17,"Zakirov,Musa","Askarov,Ba","1-0",2209,2297
"Titled Tue 17th Jun Early",2025-06-17,"Terkiewicz,Bruno","Flynn,Jacob","1-0",2183,2274
"Titled Tue 17th Jun Early",2025-06-17,"Kovalchuk,Al RUS","Brancaleoni,M","1/2-1/2",2304,2185
"Titled Tue 17th Jun Early",2025-06-17,"Mayank,Chakraborty","Oparin,G","1-0",2457,2660
"Titled Tue 17th Jun Early",2025-06-17,"Kukushkin,Ivan","Mikhalsky,Vladimir","1/2-1/2",2008,2219
"Titled Tue 17th Jun Early",2025-06-17,"Zeliantsova,Kseniya","Ziegler,A","0-1",2062,2297
"Titled Tue 17th Jun Early",2025-06-17,"Purushothaman,T","Guliev,Gasan","1-0",2027,2123
"Titled Tue 17th Jun Early",2025-06-17,"Durarbayli,Vasif","Nitish,Belurkar","1-0",2612,2454
"Titled Tue 17th Jun Early",2025-06-17,"Shahinyan,Vladimir","Safin Safarullakhan","1-0",2202,2028
"Titled Tue 17th Jun Early",2025-06-17,"Klys,Kacper","Lorans,S","0-1",2218,2155
"Titled Tue 17th Jun Early",2025-06-17,"Gilfanov,Marat I","Parfenov,Vi","1-0",2343,2193
"Titled Tue 17th Jun Early",2025-06-17,"Alikulov,Elbek","Saya,Ethan","1/2-1/2",2305,2262
"Titled Tue 17th Jun Early",2025-06-17,"Lyakh,Vasiliy","Puranik,A","0-1",2123,2622
"Titled Tue 17th Jun Early",2025-06-17,"Dann,M","Mora Munoz,Alejandro","0-1",2446,2147
"Titled Tue 17th Jun Early",2025-06-17,"Mayaud,R","Gavarrete,Nahun","1-0",2126,2281
"Titled Tue 17th Jun Early",2025-06-17,"Sapocinic,Semion","Nurgaliyeva,Zarina","1-0",2296,2252
"Titled Tue 17th Jun Early",2025-06-17,"Reshetnikov,Al","Venkatesh,Narayan","1-0",2492,2168
"Titled Tue 17th Jun Early",2025-06-17,"Karttunen,M","Veleshnja,Zino","1-0",2490,2245
"Titled Tue 17th Jun Early",2025-06-17,"Alonso Rosell,A","Mamedyarov,S","0-1",2536,2746
"Titled Tue 17th Jun Early",2025-06-17,"Gogolev,A","Masague Artero,Guerau","0-1",2240,2326
"Titled Tue 17th Jun Early",2025-06-17,"Sasvatha A","Stankovic,Boris","1/2-1/2",1760,2298
"Titled Tue 17th Jun Early",2025-06-17,"Papasimakopoulos,Alexandros","Ahn,Hongjin","1-0",2366,2304
"Titled Tue 17th Jun Early",2025-06-17,"Skliarov,V","Parpiev,Isaak","1-0",2334,2364
"Titled Tue 17th Jun Early",2025-06-17,"El Zein,Zayne-Eddine","Deboushnik De","0-1",2194,2272
"Titled Tue 17th Jun Early",2025-06-17,"Chen,Yidong","Berikkyzy Alanna","1-0",2074,2080
"Titled Tue 17th Jun Early",2025-06-17,"Arya G Mallar","Murawski,Jan","1/2-1/2",2000,2164
"Titled Tue 17th Jun Early",2025-06-17,"Bharath,Subramaniyam H","Aarit Kapil","1-0",2558,2078
"Titled Tue 17th Jun Early",2025-06-17,"Rathbone-Jones,Ifan","Lyutsinger,Iren","1-0",2208,2261
"Titled Tue 17th Jun Early",2025-06-17,"Figuero Toro,J","Rosenbecker,Daniel","0-1",2182,2109
"Titled Tue 17th Jun Early",2025-06-17,"Kalyani Sirin","Reprintsev,A","1-0",2138,2256
"Titled Tue 17th Jun Early",2025-06-17,"Caruana,F","Drygalov,Andrey","1-0",2777,2431
"Titled Tue 17th Jun Early",2025-06-17,"Sheehan,Ethan","Kislinsky,A","1-0",2364,2341
"Titled Tue 17th Jun Early",2025-06-17,"Malek,Jan","Krawczyk,Flawian","0-1",2505,2247
"Titled Tue 17th Jun Early",2025-06-17,"Cernov,Henrik","Preobrazhenskaya,Diana","0-1",2325,2005
"Titled Tue 17th Jun Early",2025-06-17,"Cramling Bellon,Anna","Aaradhya Das","0-1",2046,1786
"Titled Tue 17th Jun Early",2025-06-17,"Toktomushev,Teimur","Gunawardhana,Devindya Oshini","0-1",2390,2121
"Titled Tue 17th Jun Early",2025-06-17,"Weerasekara,Dishal Nimsara","Ai,Evan","0-1",2125,2188
"Titled Tue 17th Jun Early",2025-06-17,"Uraev,I","Krzywda,A","1/2-1/2",2194,2175
"Titled Tue 17th Jun Early",2025-06-17,"Podeneshko,E","Shangin,Lev","0-1",2135,2169
"Titled Tue 17th Jun Early",2025-06-17,"Aranda,Juan Manuel","Cherepov,A","1-0",2134,2083
"Titled Tue 17th Jun Early",2025-06-17,"Tulendinov,Dinmukhammed","Shimanov,A","0-1",2104,2578
"Titled Tue 17th Jun Early",2025-06-17,"Li,Hui","Lazaro Azcutia,Miguel","1/2-1/2",2041,2275
"Titled Tue 17th Jun Early",2025-06-17,"Luong Phuong Hanh","Uraev,I","1-0",2121,2194
"Titled Tue 17th Jun Early",2025-06-17,"Willim,M","Jahnz,Laurin","0-1",2024,2221
"Titled Tue 17th Jun Early",2025-06-17,"Aaradhya Das","Ady,J","1-0",1786,2355
"Titled Tue 17th Jun Early",2025-06-17,"Lorans,S","Loskutova,Viktoriya","0-1",2155,2092
"Titled Tue 17th Jun Early",2025-06-17,"Shukhman,Anna","Akshit,Kumar J","1-0",2413,2074
"Titled Tue 17th Jun Early",2025-06-17,"Guliev,Gasan","Zebracki,T","1-0",2123,2230
"Titled Tue 17th Jun Early",2025-06-17,"Murawski,Jan","Nezamyatin,Ruslan","1-0",2164,2070
"Titled Tue 17th Jun Early",2025-06-17,"Kiseleva,A","Klys,Kacper","1-0",1994,2218
"Titled Tue 17th Jun Early",2025-06-17,"Dominguez,Ramiro","Tiitta,S","0-1",2210,2157
"Titled Tue 17th Jun Early",2025-06-17,"Castillo,Sa","Ivanov,Andrey A.","0-1",2163,2120
"Titled Tue 17th Jun Early",2025-06-17,"Emeliantsev,A","Gubatayev,Ahmet","0-1",2359,2191
"Titled Tue 17th Jun Early",2025-06-17,"Shogdzhiev,Roman","Chan,Kim Yew","1-0",2402,2304
"Titled Tue 17th Jun Early",2025-06-17,"Yelisieiev,Yevhenii","Terron Elena,F","1-0",2412,2148
"Titled Tue 17th Jun Early",2025-06-17,"Kjaergaard Jensen,J","Asad Rahman","1-0",2081,NA
"Titled Tue 17th Jun Early",2025-06-17,"Danila,Tudor-Gabriel","Olhovik,Andrei","0-1",2178,2282
"Titled Tue 17th Jun Early",2025-06-17,"Bogdanov,Artyom","Mihajlovskij,S","1-0",2370,2292
"Titled Tue 17th Jun Early",2025-06-17,"Moksh,Amit Doshi","Lazavik,Denis","0-1",2366,2580
"Titled Tue 17th Jun Early",2025-06-17,"Matinian,N","Lisenkov,Svyatoslav","1-0",2421,2283
"Titled Tue 17th Jun Early",2025-06-17,"Sorokin,Aleksey","Seder,Mohammed","1-0",2530,2075
"Titled Tue 17th Jun Early",2025-06-17,"Gurel,Ediz","Mayank,Chakraborty","1-0",2636,2457
"Titled Tue 17th Jun Early",2025-06-17,"Chan,Mark","Purushothaman,T","1-0",2179,2027
"Titled Tue 17th Jun Early",2025-06-17,"Harshit,Ranjan Sahu","Jakubowski,K","0-1",2191,2448
"Titled Tue 17th Jun Early",2025-06-17,"Zmijanac,D","Zeliantsova,Kseniya","1-0",2007,2062
"Titled Tue 17th Jun Early",2025-06-17,"Mekhitarian,K","Tang,Andrew","0-1",2564,2529
"Titled Tue 17th Jun Early",2025-06-17,"Preobrazhenskaya,Diana","Sharapov,E","1-0",2005,2375
"Titled Tue 17th Jun Early",2025-06-17,"Tristan,L","Tsydypov,Z","0-1",2536,2514
"Titled Tue 17th Jun Early",2025-06-17,"Newansa,M Esandi","Garcia Molina,Jose","0-1",1945,2156
"Titled Tue 17th Jun Early",2025-06-17,"Gholami Orimi,Mahdi","Svane,R","1-0",2511,2626
"Titled Tue 17th Jun Early",2025-06-17,"Montano Vicente,Guadalupe","Lyutsinger,Iren","1-0",1938,2261
"Titled Tue 17th Jun Early",2025-06-17,"Deng,Henry","Kezin,R","0-1",2327,2471
"Titled Tue 17th Jun Early",2025-06-17,"Stanojevic,Ilija","Deveci,Huseyin Said","1-0",2189,2212
"Titled Tue 17th Jun Early",2025-06-17,"Esipenko,Andrey","Weetik,V","1-0",2689,2423
"Titled Tue 17th Jun Early",2025-06-17,"Martic,I SRB","Gong Qianyun","1-0",2270,2228
"Titled Tue 17th Jun Early",2025-06-17,"Jammalamadaka,Vihaan","Emujin Enkh-Amgalan","1-0",2018,2022
"Titled Tue 17th Jun Early",2025-06-17,"Tuguldur,Soninbayar","Rustemov,A","0-1",2120,2525
"Titled Tue 17th Jun Early",2025-06-17,"Chiang,Jacob","Iskusnyh,S","0-1",2006,2440
"Titled Tue 17th Jun Early",2025-06-17,"Duarte Cramer,Lily Jeanette","Troltenier,D","0-1",1828,2174
"Titled Tue 17th Jun Early",2025-06-17,"Nazin,R","Arabidze,M","0-1",2250,2440
"Titled Tue 17th Jun Early",2025-06-17,"Guerrero Cataldo,Juan Andres","Weigand,Anton","0-1",2082,2197
"Titled Tue 17th Jun Early",2025-06-17,"Aakash Sharadchandra,Dalvi","Vaganian,R","0-1",2396,2449
"Titled Tue 17th Jun Early",2025-06-17,"Nagare Kaivalya Sandip","Gilfanov,Marat I","1-0",2321,2343
"Titled Tue 17th Jun Early",2025-06-17,"Leiva,G","Sanhueza,C","0-1",2387,2213
"Titled Tue 17th Jun Early",2025-06-17,"Yanev,Tihomir","Tang,Dylan","1-0",2354,2236
"Titled Tue 17th Jun Early",2025-06-17,"So,W","Materia,Marco","1-0",2745,2489
"Titled Tue 17th Jun Early",2025-06-17,"Burmakin,E","Bulgak,Damir","0-1",2110,2213
"Titled Tue 17th Jun Early",2025-06-17,"Jakovljevic,Dejan","Gardezi,Arsal","0-1",1956,2048
"Titled Tue 17th Jun Early",2025-06-17,"Shimanov,A","Pranesh,M","0-1",2578,2580
"Titled Tue 17th Jun Early",2025-06-17,"Lopez del Alamo,An","Parfenov,Vi","0-1",2166,2193
"Titled Tue 17th Jun Early",2025-06-17,"Berikkyzy Alanna","Palomo,Franklin Annervys","0-1",2080,2243
"Titled Tue 17th Jun Early",2025-06-17,"Bratovic,B","Mai,Alexander Oliver","1-0",2319,2171
"Titled Tue 17th Jun Early",2025-06-17,"Mullodzhanov,Nathaniel","Salinas Herrera,P","1-0",1927,2447
"Titled Tue 17th Jun Early",2025-06-17,"Kovalenko,I","Kozak,Antoni","1-0",2676,2426
"Titled Tue 17th Jun Early",2025-06-17,"Bacus,Dharim","Panda,Sambit","0-1",2131,2379
"Titled Tue 17th Jun Early",2025-06-17,"Figuero Toro,J","Oppezzo,S","1-0",2182,2177
"Titled Tue 17th Jun Early",2025-06-17,"Linares Orellana,Hector Jose","Terkiewicz,Bruno","0-1",2111,2183
"Titled Tue 17th Jun Early",2025-06-17,"Sitnic,A","Omariev,M","0-1",2058,2304
"Titled Tue 17th Jun Early",2025-06-17,"Galperin,Platon","Grandelius,N","0-1",2500,2643
"Titled Tue 17th Jun Early",2025-06-17,"Winkels,M","Zepeda Berlanga,Jan Enrique","1-0",1905,1984
"Titled Tue 17th Jun Early",2025-06-17,"Cuellar Montes,Alejandro","Sethuraman,Roshan","1-0",2173,2074
"Titled Tue 17th Jun Early",2025-06-17,"Negrean,Andrei","Zong,Davis","1-0",2352,2242
"Titled Tue 17th Jun Early",2025-06-17,"Kourkoulos Arditis,Stamatis","Bortnyk,Olexandr","0-1",2580,2601
"Titled Tue 17th Jun Early",2025-06-17,"Laddha,Shubh Jayesh","Starozhilov,L","1-0",2303,2240
"Titled Tue 17th Jun Early",2025-06-17,"Carroll,Thomas","Rogov,Matfey","0-1",2131,2348
"Titled Tue 17th Jun Early",2025-06-17,"Stankovic,Boris","Essing,A","1-0",2298,2197
"Titled Tue 17th Jun Early",2025-06-17,"Abdou Ahmed Alem","Swara Lakshmi S Nair","0-1",2002,2187
"Titled Tue 17th Jun Early",2025-06-17,"Shandrygin,Nikita","Bharath,Subramaniyam H","0-1",2209,2558
"Titled Tue 17th Jun Early",2025-06-17,"Askarov,Ba","Gales,Randi-Ioan","1-0",2297,2243
"Titled Tue 17th Jun Early",2025-06-17,"Fernandez Garcia,Gumersindo","Moreira,Ron","1-0",2197,2094
"Titled Tue 17th Jun Early",2025-06-17,"Petersen,Marcel","Tekeyev,Z","0-1",2236,2407
"Titled Tue 17th Jun Early",2025-06-17,"Demchenko,Yaroslav","Demchenko,Svitlana","1-0",2263,2135
"Titled Tue 17th Jun Early",2025-06-17,"Ter Sahakyan,S","Jaiveer,Mahendru","1-0",2611,2217
"Titled Tue 17th Jun Early",2025-06-17,"Cherepov,A","Kozak,Ma","1-0",2083,2176
"Titled Tue 17th Jun Early",2025-06-17,"Gu Xiaobing","Mesquita,Eduardo Barbosa","1-0",2148,2014
"Titled Tue 17th Jun Early",2025-06-17,"Zlatin,Alexander","Sasvatha A","1-0",2313,1760
"Titled Tue 17th Jun Early",2025-06-17,"Craciun,Sasha-Matei","Plat,V","0-1",2320,2497
"Titled Tue 17th Jun Early",2025-06-17,"Cori Quispe,Kevin Joel","Sarveshwaran V","1-0",2464,2290
"Titled Tue 17th Jun Early",2025-06-17,"Punin,Andrii","Alikulov,Elbek","0-1",2289,2305
"Titled Tue 17th Jun Early",2025-06-17,"Paravyan,D","Caruana,F","0-1",2589,2777
"Titled Tue 17th Jun Early",2025-06-17,"Raptis,N","Yonal,Timur","0-1",2220,2170
"Titled Tue 17th Jun Early",2025-06-17,"Ai,Evan","El Zein,Zayne-Eddine","1-0",2188,2194
"Titled Tue 17th Jun Early",2025-06-17,"Huseynova,Dinara","Verbovsky,Michal","1-0",1833,2172
"Titled Tue 17th Jun Early",2025-06-17,"Yao,Hanchi","Agarwal,Amaya","0-1",2129,2004
"Titled Tue 17th Jun Early",2025-06-17,"Zhukovskyi,Oleksandr","Miserendino,A","1-0",2145,2032
"Titled Tue 17th Jun Early",2025-06-17,"Mindlin,A","Cahaya,Satria Duta","1-0",2451,2386
"Titled Tue 17th Jun Early",2025-06-17,"Liu,Jason","Nikulina,A","1-0",2125,1875
"Titled Tue 17th Jun Early",2025-06-17,"Pranav,V","Puranik,A","0-1",2595,2622
"Titled Tue 17th Jun Early",2025-06-17,"Hungaski,R","Brancaleoni,M","1/2-1/2",2477,2185
"Titled Tue 17th Jun Early",2025-06-17,"Jake Shanty","Kurmangaliyeva,Liya","1-0",2252,2276
"Titled Tue 17th Jun Early",2025-06-17,"Buyankhishig,Batpelden","Yatskar,Martin","0-1",2015,2225
"Titled Tue 17th Jun Early",2025-06-17,"Hehir,Michael","Perry,Patrick","1-0",2009,2296
"Titled Tue 17th Jun Early",2025-06-17,"Grover,S","Andreikin,D","0-1",2465,2695
"Titled Tue 17th Jun Early",2025-06-17,"Wahedi,A","Cernov,Henrik","1-0",2239,2325
"Titled Tue 17th Jun Early",2025-06-17,"Samunenkov,Ihor","Wan Yunguo","0-1",2562,2501
"Titled Tue 17th Jun Early",2025-06-17,"Azizoglu,F","Goncharov,Vladimir","0-1",2055,2077
"Titled Tue 17th Jun Early",2025-06-17,"Hernandez,Alex","Malikova,Marjona","0-1",2069,2055
"Titled Tue 17th Jun Early",2025-06-17,"Skiadopoulos,N","Wyss,J","0-1",1882,2278
"Titled Tue 17th Jun Early",2025-06-17,"Kislinsky,A","Gogolev,A","1-0",2341,2240
"Titled Tue 17th Jun Early",2025-06-17,"Shymanskyi,Oleksandr","Kozusek,Daniel","1/2-1/2",2218,2345
